,Unnamed: 0,Indice,Date,Opening,Highest,Lowest,Fermer,Cloture ajusté,Volume,Before_After_Election,Day_of_Week,Month,Is_Holiday_Period,Mandat
28561,1326,Nikkei,2024-10-29,38524.3,38903.68,38416.85,38903.68,38903.68,974000.0,Before,Tuesday,October,no,Trump2
28562,1327,Nikkei,2024-10-28,37757.95,38740.17,37757.95,38605.53,38605.53,1166000.0,Before,Monday,October,no,Trump2
28563,1328,Nikkei,2024-10-25,37954.78,38028.14,37713.0,37913.92,37913.92,907000.0,Before,Friday,October,no,Trump2
28564,1329,Nikkei,2024-10-24,37804.52,38320.39,37712.19,38143.29,38143.29,1087000.0,Before,Thursday,October,no,Trump2
28565,1330,Nikkei,2024-10-23,38397.28,38514.33,37987.62,38104.86,38104.86,954000.0,Before,Wednesday,October,no,Trump2
28566,1331,Nikkei,2024-10-22,38933.6,38995.03,38200.82,38411.96,38411.96,1104000.0,Before,Tuesday,October,no,Trump2
28567,1332,Nikkei,2024-10-21,38960.2,39119.67,38775.59,38954.6,38954.6,990000.0,Before,Monday,October,no,Trump2
28568,1333,Nikkei,2024-10-18,39092.47,39186.64,38893.52,38981.75,38981.75,957000.0,Before,Friday,October,no,Trump2
28569,1334,Nikkei,2024-10-17,39263.82,39299.74,38911.19,38911.19,38911.19,1072000.0,Before,Thursday,October,no,Trump2
28570,1335,Nikkei,2024-10-16,39362.63,39362.63,39062.85,39180.3,39180.3,1081000.0,Before,Wednesday,October,no,Trump2
28571,1336,Nikkei,2024-10-15,40047.15,40257.34,39910.55,39910.55,39910.55,1290000.0,Before,Tuesday,October,no,Trump2
28572,1337,Nikkei,2024-10-11,39636.87,39668.93,39415.26,39605.8,39605.8,1109000.0,Before,Friday,October,no,Trump2
28573,1338,Nikkei,2024-10-10,39575.8,39616.59,39282.19,39380.89,39380.89,1035000.0,Before,Thursday,October,no,Trump2
28574,1339,Nikkei,2024-10-09,39385.49,39456.28,39115.63,39277.96,39277.96,1068000.0,Before,Wednesday,October,no,Trump2
28575,1340,Nikkei,2024-10-08,39021.13,39117.09,38817.54,38937.54,38937.54,1204000.0,Before,Tuesday,October,no,Trump2
28576,1341,Nikkei,2024-10-07,39239.92,39560.78,39195.93,39332.74,39332.74,1280000.0,Before,Monday,October,no,Trump2
28577,1342,Nikkei,2024-10-04,38594.73,38735.29,38501.82,38635.62,38635.62,1212000.0,Before,Friday,October,no,Trump2
28578,1343,Nikkei,2024-10-03,38459.13,38856.75,38457.62,38552.06,38552.06,1268000.0,Before,Thursday,October,no,Trump2
28579,1344,Nikkei,2024-10-02,38136.2,38213.54,37651.07,37808.76,37808.76,1396000.0,Before,Wednesday,October,no,Trump2
28580,1345,Nikkei,2024-10-01,38232.47,38718.13,38232.47,38651.97,38651.97,1321000.0,Before,Tuesday,October,no,Trump2
28581,1346,Nikkei,2024-09-30,39117.83,39126.36,37797.91,37919.55,37919.55,1905000.0,Before,Monday,September,no,Trump2
28582,1347,Nikkei,2024-09-27,39108.27,39829.56,38917.98,39829.56,39829.56,1619000.0,Before,Friday,September,no,Trump2
28583,1348,Nikkei,2024-09-26,38266.79,38925.63,38240.65,38925.63,38925.63,1410000.0,Before,Thursday,September,no,Trump2
28584,1349,Nikkei,2024-09-25,37947.35,38109.24,37868.84,37870.26,37870.26,1082000.0,Before,Wednesday,September,no,Trump2
28585,1350,Nikkei,2024-09-24,38171.36,38427.15,37902.99,37940.59,37940.59,1135000.0,Before,Tuesday,September,no,Trump2
28586,1351,Nikkei,2024-09-20,37714.07,37974.72,37654.11,37723.91,37723.91,1626000.0,Before,Friday,September,no,Trump2
28587,1352,Nikkei,2024-09-19,36958.93,37394.52,36958.93,37155.33,37155.33,1141000.0,Before,Thursday,September,no,Trump2
28588,1353,Nikkei,2024-09-18,36546.04,36675.07,36127.45,36380.17,36380.17,999000.0,Before,Wednesday,September,no,Trump2
28589,1354,Nikkei,2024-09-17,36601.93,36663.18,35828.54,36203.22,36203.22,1273000.0,Before,Tuesday,September,no,Trump2
28590,1355,Nikkei,2024-09-13,36882.41,36887.4,36441.34,36581.76,36581.76,1159000.0,Before,Friday,September,no,Trump2
28591,1356,Nikkei,2024-09-12,36185.62,36902.21,36172.26,36833.27,36833.27,1263000.0,Before,Thursday,September,no,Trump2
28592,1357,Nikkei,2024-09-11,36029.9,36056.87,35253.43,35619.77,35619.77,1276000.0,Before,Wednesday,September,no,Trump2
28593,1358,Nikkei,2024-09-10,36386.12,36537.03,36001.58,36159.16,36159.16,1123000.0,Before,Tuesday,September,no,Trump2
28594,1359,Nikkei,2024-09-09,35805.82,36248.12,35247.87,36215.75,36215.75,1182000.0,Before,Monday,September,no,Trump2
28595,1360,Nikkei,2024-09-06,36815.0,36898.28,36235.61,36391.47,36391.47,1117000.0,Before,Friday,September,no,Trump2
28596,1361,Nikkei,2024-09-05,36536.25,37099.96,36359.23,36657.09,36657.09,1113000.0,Before,Thursday,September,no,Trump2
28597,1362,Nikkei,2024-09-04,38039.91,38080.02,36879.33,37047.61,37047.61,1444000.0,Before,Wednesday,September,no,Trump2
28598,1363,Nikkei,2024-09-03,38745.76,38967.56,38581.55,38686.31,38686.31,912000.0,Before,Tuesday,September,no,Trump2
28599,1364,Nikkei,2024-09-02,39025.31,39080.64,38476.51,38700.87,38700.87,871000.0,Before,Monday,September,no,Trump2
28600,1365,Nikkei,2024-08-30,38388.04,38669.79,38316.87,38647.75,38647.75,1366000.0,Before,Friday,August,no,Trump2
28601,1366,Nikkei,2024-08-29,38119.95,38401.15,37970.2,38362.53,38362.53,1065000.0,Before,Thursday,August,no,Trump2
28602,1367,Nikkei,2024-08-28,38221.38,38399.91,38141.49,38371.76,38371.76,887000.0,Before,Wednesday,August,no,Trump2
28603,1368,Nikkei,2024-08-27,38066.31,38365.64,37911.32,38288.62,38288.62,843000.0,Before,Tuesday,August,no,Trump2
28604,1369,Nikkei,2024-08-26,38156.41,38204.81,37825.31,38110.22,38110.22,917000.0,Before,Monday,August,no,Trump2
28605,1370,Nikkei,2024-08-23,38278.18,38424.27,38053.47,38364.27,38364.27,898000.0,Before,Friday,August,no,Trump2
28606,1371,Nikkei,2024-08-22,38033.78,38408.19,37883.86,38211.01,38211.01,928000.0,Before,Thursday,August,no,Trump2
28607,1372,Nikkei,2024-08-21,37653.34,38026.02,37605.83,37951.8,37951.8,948000.0,Before,Wednesday,August,no,Trump2
28608,1373,Nikkei,2024-08-20,37847.85,38236.39,37738.3,38062.92,38062.92,1106000.0,Before,Tuesday,August,no,Trump2
28609,1374,Nikkei,2024-08-19,37863.76,38125.27,37318.04,37388.62,37388.62,1078000.0,Before,Monday,August,no,Trump2
28610,1375,Nikkei,2024-08-16,37304.93,38143.55,37304.93,38062.67,38062.67,1295000.0,Before,Friday,August,no,Trump2
28611,1376,Nikkei,2024-08-15,36381.4,36885.16,36381.4,36726.64,36726.64,1197000.0,Before,Thursday,August,no,Trump2
28612,1377,Nikkei,2024-08-14,36535.6,36683.89,36074.71,36442.43,36442.43,1356000.0,Before,Wednesday,August,no,Trump2
28613,1378,Nikkei,2024-08-13,35490.58,36232.51,35476.79,36232.51,36232.51,1407000.0,Before,Tuesday,August,no,Trump2
28614,1379,Nikkei,2024-08-09,35272.34,35671.31,34445.57,35025.0,35025.0,1769000.0,Before,Friday,August,no,Trump2
28615,1380,Nikkei,2024-08-08,34645.79,35379.65,34207.16,34831.15,34831.15,1653000.0,Before,Thursday,August,no,Trump2
28616,1381,Nikkei,2024-08-07,34122.35,35849.77,33739.46,35089.62,35089.62,2428000.0,Before,Wednesday,August,no,Trump2
28617,1382,Nikkei,2024-08-06,32077.33,34911.8,32077.33,34675.46,34675.46,2512000.0,Before,Tuesday,August,no,Trump2
28618,1383,Nikkei,2024-08-05,35249.36,35301.18,31156.12,31458.42,31458.42,2856000.0,Before,Monday,August,no,Trump2
28619,1384,Nikkei,2024-08-02,37444.17,37471.52,35880.15,35909.7,35909.7,2043000.0,Before,Friday,August,no,Trump2
28620,1385,Nikkei,2024-08-01,38781.56,38781.56,37737.88,38126.33,38126.33,1788000.0,Before,Thursday,August,no,Trump2
28621,1386,Nikkei,2024-07-31,38140.77,39188.37,37954.38,39101.82,39101.82,1464000.0,Before,Wednesday,July,no,Trump2
28622,1387,Nikkei,2024-07-30,38241.35,38531.16,38076.7,38525.95,38525.95,1097000.0,Before,Tuesday,July,no,Trump2
28623,1388,Nikkei,2024-07-29,38139.12,38719.7,38010.01,38468.63,38468.63,1073000.0,Before,Monday,July,no,Trump2
28624,1389,Nikkei,2024-07-26,37792.87,38105.96,37611.19,37667.41,37667.41,1240000.0,Before,Friday,July,no,Trump2
28625,1390,Nikkei,2024-07-25,38524.2,38557.79,37825.58,37869.51,37869.51,1430000.0,Before,Thursday,July,no,Trump2
28626,1391,Nikkei,2024-07-24,39336.74,39643.27,39096.5,39154.85,39154.85,1103000.0,Before,Wednesday,July,no,Trump2
28627,1392,Nikkei,2024-07-23,39864.09,39927.89,39519.91,39594.39,39594.39,883000.0,Before,Tuesday,July,no,Trump2
28628,1393,Nikkei,2024-07-22,39947.95,39973.2,39519.39,39599.0,39599.0,827000.0,Before,Monday,July,no,Trump2
28629,1394,Nikkei,2024-07-19,39965.91,40212.9,39824.58,40063.79,40063.79,998000.0,Before,Friday,July,no,Trump2
28630,1395,Nikkei,2024-07-18,40521.71,40587.63,40104.22,40126.35,40126.35,1176000.0,Before,Thursday,July,no,Trump2
28631,1396,Nikkei,2024-07-17,41416.18,41466.45,41054.72,41097.69,41097.69,1099000.0,Before,Wednesday,July,no,Trump2
28632,1397,Nikkei,2024-07-16,41366.79,41520.07,41220.65,41275.08,41275.08,1008000.0,Before,Tuesday,July,no,Trump2
28633,1398,Nikkei,2024-07-12,41668.86,41754.76,41188.29,41190.68,41190.68,1304000.0,Before,Friday,July,no,Trump2
28634,1399,Nikkei,2024-07-11,42343.72,42426.77,42102.46,42224.02,42224.02,1230000.0,Before,Thursday,July,no,Trump2
28635,1400,Nikkei,2024-07-10,41444.33,41889.16,41430.38,41831.99,41831.99,1344000.0,Before,Wednesday,July,no,Trump2
28636,1401,Nikkei,2024-07-09,40953.41,41769.35,40942.44,41580.17,41580.17,1182000.0,Before,Tuesday,July,no,Trump2
28637,1402,Nikkei,2024-07-08,40863.14,41112.24,40780.7,40780.7,40780.7,1130000.0,Before,Monday,July,no,Trump2
28638,1403,Nikkei,2024-07-05,41009.36,41100.13,40746.89,40912.37,40912.37,1142000.0,Before,Friday,July,no,Trump2
28639,1404,Nikkei,2024-07-04,40747.59,40971.23,40604.15,40913.65,40913.65,1180000.0,Before,Thursday,July,no,Trump2
28640,1405,Nikkei,2024-07-03,40225.83,40694.21,40172.85,40580.76,40580.76,1256000.0,Before,Wednesday,July,no,Trump2
28641,1406,Nikkei,2024-07-02,39543.61,40113.48,39457.62,40074.69,40074.69,1351000.0,Before,Tuesday,July,no,Trump2
28642,1407,Nikkei,2024-07-01,39839.82,39942.69,39537.1,39631.06,39631.06,1188000.0,Before,Monday,July,no,Trump2
28643,1408,Nikkei,2024-06-28,39593.01,39783.7,39485.73,39583.08,39583.08,1243000.0,Before,Friday,June,no,Trump2
28644,1409,Nikkei,2024-06-27,39434.47,39439.24,39193.51,39341.54,39341.54,1150000.0,Before,Thursday,June,no,Trump2
28645,1410,Nikkei,2024-06-26,39364.73,39788.63,39233.56,39667.07,39667.07,1089000.0,Before,Wednesday,June,no,Trump2
28646,1411,Nikkei,2024-06-25,38833.9,39215.07,38758.07,39173.15,39173.15,1083000.0,Before,Tuesday,June,no,Trump2
28647,1412,Nikkei,2024-06-24,38497.42,38905.47,38416.07,38804.65,38804.65,935000.0,Before,Monday,June,no,Trump2
28648,1413,Nikkei,2024-06-21,38608.66,38795.68,38532.13,38596.47,38596.47,1408000.0,Before,Friday,June,no,Trump2
28649,1414,Nikkei,2024-06-20,38410.32,38637.62,38263.08,38633.02,38633.02,880000.0,Before,Thursday,June,no,Trump2
28650,1415,Nikkei,2024-06-19,38653.91,38797.97,38453.41,38570.76,38570.76,936000.0,Before,Wednesday,June,no,Trump2
28651,1416,Nikkei,2024-06-18,38433.48,38519.02,38332.89,38482.11,38482.11,971000.0,Before,Tuesday,June,no,Trump2
28652,1417,Nikkei,2024-06-17,38440.98,38442.7,37950.2,38102.44,38102.44,1075000.0,Before,Monday,June,no,Trump2
28653,1418,Nikkei,2024-06-14,38587.57,39025.7,38554.75,38814.56,38814.56,1571000.0,Before,Friday,June,no,Trump2
28654,1419,Nikkei,2024-06-13,39182.06,39252.44,38689.79,38720.47,38720.47,1159000.0,Before,Thursday,June,no,Trump2
28655,1420,Nikkei,2024-06-12,38865.15,38945.99,38809.36,38876.71,38876.71,1082000.0,Before,Wednesday,June,no,Trump2
28656,1421,Nikkei,2024-06-11,39175.59,39336.66,39074.88,39134.79,39134.79,933000.0,Before,Tuesday,June,no,Trump2
28657,1422,Nikkei,2024-06-10,38689.78,39081.54,38689.78,39038.16,39038.16,892000.0,Before,Monday,June,no,Trump2
28658,1423,Nikkei,2024-06-07,38597.55,38747.27,38560.85,38683.93,38683.93,962000.0,Before,Friday,June,no,Trump2
28659,1424,Nikkei,2024-06-06,38841.66,39011.93,38693.5,38703.51,38703.51,1189000.0,Before,Thursday,June,no,Trump2
28660,1425,Nikkei,2024-06-05,38654.09,38656.41,38343.98,38490.17,38490.17,1194000.0,Before,Wednesday,June,no,Trump2
28661,1426,Nikkei,2024-06-04,38702.54,38895.06,38591.79,38837.46,38837.46,1179000.0,Before,Tuesday,June,no,Trump2
28662,1427,Nikkei,2024-06-03,38734.95,39032.5,38734.95,38923.03,38923.03,1159000.0,Before,Monday,June,no,Trump2
28663,1428,Nikkei,2024-05-31,38173.22,38526.93,38087.61,38487.9,38487.9,2110000.0,Before,Friday,May,no,Trump2
28664,1429,Nikkei,2024-05-30,38112.77,38138.03,37617.0,38054.13,38054.13,1173000.0,Before,Thursday,May,no,Trump2
28665,1430,Nikkei,2024-05-29,38880.5,39141.99,38524.24,38556.87,38556.87,1239000.0,Before,Wednesday,May,no,Trump2
28666,1431,Nikkei,2024-05-28,38879.15,38981.97,38756.13,38855.37,38855.37,1012000.0,Before,Tuesday,May,no,Trump2
28667,1432,Nikkei,2024-05-27,38766.21,38900.02,38667.93,38900.02,38900.02,942000.0,Before,Monday,May,no,Trump2
28668,1433,Nikkei,2024-05-24,38506.03,38740.82,38367.7,38646.11,38646.11,963000.0,Before,Friday,May,no,Trump2
28669,1434,Nikkei,2024-05-23,38803.13,39129.47,38617.43,39103.22,39103.22,1078000.0,Before,Thursday,May,no,Trump2
28670,1435,Nikkei,2024-05-22,38823.91,38854.99,38592.94,38617.1,38617.1,1055000.0,Before,Wednesday,May,no,Trump2
28671,1436,Nikkei,2024-05-21,39232.16,39346.15,38942.28,38946.93,38946.93,1067000.0,Before,Tuesday,May,no,Trump2
28672,1437,Nikkei,2024-05-20,38761.71,39437.16,38703.7,39069.68,39069.68,1274000.0,Before,Monday,May,no,Trump2
28673,1438,Nikkei,2024-05-17,38561.04,38842.49,38539.56,38787.38,38787.38,1333000.0,Before,Friday,May,no,Trump2
28674,1439,Nikkei,2024-05-16,38645.96,38949.38,38513.33,38920.26,38920.26,1579000.0,Before,Thursday,May,no,Trump2
28675,1440,Nikkei,2024-05-15,38533.09,38816.6,38335.61,38385.73,38385.73,1463000.0,Before,Wednesday,May,no,Trump2
28676,1441,Nikkei,2024-05-14,38287.99,38477.68,38084.71,38356.06,38356.06,1433000.0,Before,Tuesday,May,no,Trump2
28677,1442,Nikkei,2024-05-13,38211.61,38273.4,37969.58,38179.46,38179.46,1287000.0,Before,Monday,May,no,Trump2
28678,1443,Nikkei,2024-05-10,38361.79,38741.88,38126.91,38229.11,38229.11,1673000.0,Before,Friday,May,no,Trump2
28679,1444,Nikkei,2024-05-09,38242.92,38429.81,38072.24,38073.98,38073.98,1186000.0,Before,Thursday,May,no,Trump2
28680,1445,Nikkei,2024-05-08,38677.57,38749.35,38159.85,38202.37,38202.37,1201000.0,Before,Wednesday,May,no,Trump2
28681,1446,Nikkei,2024-05-07,38636.23,38863.14,38541.97,38835.1,38835.1,1152000.0,Before,Tuesday,May,no,Trump2
28682,1447,Nikkei,2024-05-02,38004.01,38355.6,37958.19,38236.07,38236.07,1019000.0,Before,Thursday,May,no,Trump2
28683,1448,Nikkei,2024-05-01,38107.38,38433.34,38036.24,38274.05,38274.05,1085000.0,Before,Wednesday,May,no,Trump2
28684,1449,Nikkei,2024-04-30,38312.66,38608.17,38182.11,38405.66,38405.66,1514000.0,Before,Tuesday,April,no,Trump2
28685,1450,Nikkei,2024-04-26,37725.61,38097.54,37550.7,37934.76,37934.76,1249000.0,Before,Friday,April,no,Trump2
28686,1451,Nikkei,2024-04-25,38065.91,38129.53,37604.23,37628.48,37628.48,1139000.0,Before,Thursday,April,no,Trump2
28687,1452,Nikkei,2024-04-24,37871.92,38460.08,37857.47,38460.08,38460.08,1211000.0,Before,Wednesday,April,no,Trump2
28688,1453,Nikkei,2024-04-23,37797.06,37817.78,37397.27,37552.16,37552.16,959000.0,Before,Tuesday,April,no,Trump2
28689,1454,Nikkei,2024-04-22,37240.93,37511.8,37052.63,37438.61,37438.61,1194000.0,Before,Monday,April,no,Trump2
28690,1455,Nikkei,2024-04-19,37724.47,37749.48,36733.06,37068.35,37068.35,1554000.0,Before,Friday,April,no,Trump2
28691,1456,Nikkei,2024-04-18,37745.04,38216.75,37644.91,38079.7,38079.7,1058000.0,Before,Thursday,April,no,Trump2
28692,1457,Nikkei,2024-04-17,38587.47,38587.61,37961.8,37961.8,37961.8,1206000.0,Before,Wednesday,April,no,Trump2
28693,1458,Nikkei,2024-04-16,38750.67,38764.82,38322.32,38471.2,38471.2,1330000.0,Before,Tuesday,April,no,Trump2
28694,1459,Nikkei,2024-04-15,39056.93,39232.8,38820.95,39232.8,39232.8,1070000.0,Before,Monday,April,no,Trump2
28695,1460,Nikkei,2024-04-12,39722.02,39774.82,39457.73,39523.55,39523.55,1071000.0,Before,Friday,April,no,Trump2
28696,1461,Nikkei,2024-04-11,39090.68,39473.48,39065.31,39442.63,39442.63,1070000.0,Before,Thursday,April,no,Trump2
28697,1462,Nikkei,2024-04-10,39582.33,39708.7,39510.48,39581.81,39581.81,974000.0,Before,Wednesday,April,no,Trump2
28698,1463,Nikkei,2024-04-09,39496.95,39773.13,39476.13,39773.13,39773.13,1059000.0,Before,Tuesday,April,no,Trump2
28699,1464,Nikkei,2024-04-08,39391.98,39617.36,39197.0,39347.04,39347.04,1083000.0,Before,Monday,April,no,Trump2
28700,1465,Nikkei,2024-04-05,39237.39,39274.76,38774.24,38992.08,38992.08,1296000.0,Before,Friday,April,no,Trump2
28701,1466,Nikkei,2024-04-04,39928.33,40243.02,39773.14,39773.14,39773.14,1451000.0,Before,Thursday,April,no,Trump2
28702,1467,Nikkei,2024-04-03,39503.72,39625.9,39217.04,39451.85,39451.85,1232000.0,Before,Wednesday,April,no,Trump2
28703,1468,Nikkei,2024-04-02,39892.59,40151.05,39707.87,39838.91,39838.91,1158000.0,Before,Tuesday,April,no,Trump2
28704,1469,Nikkei,2024-04-01,40646.7,40697.22,39706.45,39803.09,39803.09,1345000.0,Before,Monday,April,no,Trump2
28705,1470,Nikkei,2024-03-29,40277.45,40521.71,40268.11,40369.44,40369.44,1220000.0,Before,Friday,March,no,Trump2
28706,1471,Nikkei,2024-03-28,40324.42,40482.02,40054.06,40168.07,40168.07,1356000.0,Before,Thursday,March,no,Trump2
28707,1472,Nikkei,2024-03-27,40517.17,40979.36,40452.21,40762.73,40762.73,1213000.0,Before,Wednesday,March,no,Trump2
28708,1473,Nikkei,2024-03-26,40345.04,40529.53,40280.85,40398.03,40398.03,1014000.0,Before,Tuesday,March,no,Trump2
28709,1474,Nikkei,2024-03-25,40798.96,40837.18,40414.12,40414.12,40414.12,1015000.0,Before,Monday,March,no,Trump2
28710,1475,Nikkei,2024-03-22,40942.88,41087.75,40714.14,40888.43,40888.43,1361000.0,Before,Friday,March,no,Trump2
28711,1476,Nikkei,2024-03-21,40511.55,40823.32,40452.19,40815.66,40815.66,1572000.0,Before,Thursday,March,no,Trump2
28712,1477,Nikkei,2024-03-19,39622.58,40003.6,39407.5,40003.6,40003.6,1347000.0,Before,Tuesday,March,no,Trump2
28713,1478,Nikkei,2024-03-18,38960.99,39769.11,38935.47,39740.44,39740.44,1287000.0,Before,Monday,March,no,Trump2
28714,1479,Nikkei,2024-03-15,38548.16,38808.68,38519.94,38707.64,38707.64,1671000.0,Before,Friday,March,no,Trump2
28715,1480,Nikkei,2024-03-14,38591.73,38840.33,38400.17,38807.38,38807.38,1111000.0,Before,Thursday,March,no,Trump2
28716,1481,Nikkei,2024-03-13,39059.95,39147.8,38452.57,38695.97,38695.97,1054000.0,Before,Wednesday,March,no,Trump2
28717,1482,Nikkei,2024-03-12,38470.39,38841.8,38271.38,38797.51,38797.51,1129000.0,Before,Tuesday,March,no,Trump2
28718,1483,Nikkei,2024-03-11,39232.14,39241.28,38496.66,38820.49,38820.49,1329000.0,Before,Monday,March,no,Trump2
28719,1484,Nikkei,2024-03-08,39809.56,39989.33,39551.6,39688.94,39688.94,1433000.0,Before,Friday,March,no,Trump2
28720,1485,Nikkei,2024-03-07,40331.06,40472.11,39518.4,39598.71,39598.71,1372000.0,Before,Thursday,March,no,Trump2
28721,1486,Nikkei,2024-03-06,39792.37,40147.77,39769.04,40090.78,40090.78,1129000.0,Before,Wednesday,March,no,Trump2
28722,1487,Nikkei,2024-03-05,39881.73,40226.99,39840.34,40097.63,40097.63,1152000.0,Before,Tuesday,March,no,Trump2
28723,1488,Nikkei,2024-03-04,40201.76,40314.64,40001.55,40109.23,40109.23,1194000.0,Before,Monday,March,no,Trump2
28724,1489,Nikkei,2024-03-01,39254.69,39990.23,39224.64,39910.82,39910.82,1228000.0,Before,Friday,March,no,Trump2
28725,1490,Nikkei,2024-02-29,38935.53,39250.12,38876.81,39166.19,39166.19,1660000.0,Before,Thursday,February,no,Trump2
28726,1491,Nikkei,2024-02-28,39189.22,39283.95,39075.47,39208.03,39208.03,1199000.0,Before,Wednesday,February,no,Trump2
28727,1492,Nikkei,2024-02-27,39260.78,39426.29,39113.03,39239.52,39239.52,1191000.0,Before,Tuesday,February,no,Trump2
28728,1493,Nikkei,2024-02-26,39320.64,39388.08,39181.03,39233.71,39233.71,1257000.0,Before,Monday,February,no,Trump2
28729,1494,Nikkei,2024-02-22,38508.07,39156.97,38508.07,39098.68,39098.68,1229000.0,Before,Thursday,February,no,Trump2
28730,1495,Nikkei,2024-02-21,38191.97,38339.7,38095.15,38262.16,38262.16,1047000.0,Before,Wednesday,February,no,Trump2
28731,1496,Nikkei,2024-02-20,38510.37,38742.33,38288.04,38363.61,38363.61,1085000.0,Before,Tuesday,February,no,Trump2
28732,1497,Nikkei,2024-02-19,38473.41,38555.84,38281.7,38470.38,38470.38,1020000.0,Before,Monday,February,no,Trump2
28733,1498,Nikkei,2024-02-16,38517.37,38865.06,38361.55,38487.24,38487.24,1517000.0,Before,Friday,February,no,Trump2
28734,1499,Nikkei,2024-02-15,38017.83,38188.74,37935.36,38157.94,38157.94,1300000.0,Before,Thursday,February,no,Trump2
28735,1500,Nikkei,2024-02-14,37712.87,37825.85,37594.47,37703.32,37703.32,1203000.0,Before,Wednesday,February,no,Trump2
28736,1501,Nikkei,2024-02-13,37248.36,38010.69,37184.1,37963.97,37963.97,1405000.0,Before,Tuesday,February,no,Trump2
28737,1502,Nikkei,2024-02-09,36915.44,37287.26,36807.03,36897.42,36897.42,1468000.0,Before,Friday,February,no,Trump2
28738,1503,Nikkei,2024-02-08,36258.84,36956.97,36206.2,36863.28,36863.28,1510000.0,Before,Thursday,February,no,Trump2
28739,1504,Nikkei,2024-02-07,36002.99,36195.5,35854.63,36119.92,36119.92,1265000.0,Before,Wednesday,February,no,Trump2
28740,1505,Nikkei,2024-02-06,36249.08,36294.48,36065.98,36160.66,36160.66,1347000.0,Before,Tuesday,February,no,Trump2
28741,1506,Nikkei,2024-02-05,36419.34,36452.62,36213.0,36354.16,36354.16,1305000.0,Before,Monday,February,no,Trump2
28742,1507,Nikkei,2024-02-02,36249.99,36441.09,36083.61,36158.02,36158.02,1148000.0,Before,Friday,February,no,Trump2
28743,1508,Nikkei,2024-02-01,36008.56,36146.36,35924.6,36011.46,36011.46,1181000.0,Before,Thursday,February,no,Trump2
28744,1509,Nikkei,2024-01-31,35747.89,36292.53,35704.58,36286.71,36286.71,1111000.0,Before,Wednesday,January,no,Trump2
28745,1510,Nikkei,2024-01-30,36196.64,36249.03,36039.31,36065.86,36065.86,879000.0,Before,Tuesday,January,no,Trump2
28746,1511,Nikkei,2024-01-29,35814.29,36186.87,35813.77,36026.94,36026.94,955000.0,Before,Monday,January,no,Trump2
28747,1512,Nikkei,2024-01-26,36003.0,36060.4,35687.58,35751.07,35751.07,1096000.0,Before,Friday,January,no,Trump2
28748,1513,Nikkei,2024-01-25,36213.14,36312.36,35912.54,36236.47,36236.47,946000.0,Before,Thursday,January,no,Trump2
28749,1514,Nikkei,2024-01-24,36415.66,36471.39,36104.89,36226.48,36226.48,1086000.0,Before,Wednesday,January,no,Trump2
28750,1515,Nikkei,2024-01-23,36605.3,36984.51,36436.07,36517.57,36517.57,1115000.0,Before,Tuesday,January,no,Trump2
28751,1516,Taux10ans,2025-01-23,108484.0,108609.38,108328.13,108390.63,108390.63,2546.67,After,Thursday,January,no,Trump2
28752,1517,Taux10ans,2025-01-15,107328.13,108406.25,107312.5,108328.13,108328.13,17749.22,After,Wednesday,January,no,Trump2
28753,1518,Taux10ans,2025-01-14,107359.38,107578.13,107218.75,107359.38,107359.38,17749.22,After,Tuesday,January,no,Trump2
28754,1519,Taux10ans,2025-01-13,107484.38,107484.38,107187.5,107234.38,107234.38,17498.43,After,Monday,January,no,Trump2
28755,1520,Taux10ans,2025-01-10,108187.5,108281.25,107359.38,107390.63,107390.63,27083.27,After,Friday,January,no,Trump2
28756,1521,Taux10ans,2025-01-09,108187.5,108437.5,108156.25,108218.75,108218.75,9291.1,After,Thursday,January,no,Trump2
28757,1522,Taux10ans,2025-01-08,108156.25,108328.13,107890.63,108140.63,108140.63,20112.18,After,Wednesday,January,no,Trump2
28758,1523,Taux10ans,2025-01-07,108468.75,108625.0,108046.88,108171.88,108171.88,19753.06,After,Tuesday,January,no,Trump2
28759,1524,Taux10ans,2025-01-06,108593.75,108796.88,108328.13,108531.25,108531.25,19114.09,After,Monday,January,no,Trump2
28760,1525,Taux10ans,2025-01-03,108890.63,109046.88,108593.75,108640.63,108640.63,11156.34,After,Friday,January,no,Trump2
28761,1526,Taux10ans,2025-01-02,108781.25,109171.88,108578.13,108812.5,108812.5,15188.23,After,Thursday,January,no,Trump2
28762,1527,Taux10ans,2024-12-31,109031.25,109187.5,108703.13,108750.0,108750.0,11859.66,After,Tuesday,December,yes,Trump2
28763,1528,Taux10ans,2024-12-30,108437.5,109046.88,108375.0,108968.75,108968.75,10364.01,After,Monday,December,yes,Trump2
28764,1529,Taux10ans,2024-12-27,108609.38,108718.75,108359.38,108437.5,108437.5,9895.66,After,Friday,December,yes,Trump2
28765,1530,Taux10ans,2024-12-26,108531.25,108687.5,108203.13,108656.25,108656.25,10186.93,After,Thursday,December,yes,Trump2
28766,1531,Taux10ans,2024-12-24,108546.88,108609.38,108296.88,108562.5,108562.5,6722.1,After,Tuesday,December,yes,Trump2
28767,1532,Taux10ans,2024-12-23,108953.13,109015.63,108468.75,108468.75,108468.75,11046.05,After,Monday,December,yes,Trump2
28768,1533,Taux10ans,2024-12-20,108609.38,109265.63,108609.38,108968.75,108968.75,16868.85,After,Friday,December,yes,Trump2
